Index,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
163,Good Girl Gone Bad: The Remixes,12,5oWg1pM72PUl0ytKEot3LP,Umbrella - Lindbergh Palace,spotify:track:5oWg1pM72PUl0ytKEot3LP,0.00153,0.701,0.881,6.66e-05,0.104,-3.276,0.0282,124.025,0.45,27
164,Good Girl Gone Bad: Reloaded,1,49FYlytm3dAAraYgpoJZux,Umbrella,spotify:track:49FYlytm3dAAraYgpoJZux,0.00864,0.583,0.829,0.0,0.0426,-4.603,0.134,174.028,0.575,86
165,Good Girl Gone Bad: Reloaded,2,6QV8q0qVAyHjlnqQ39YIe1,Push Up On Me,spotify:track:6QV8q0qVAyHjlnqQ39YIe1,0.0142,0.791,0.88,0.119,0.033,-5.398,0.06,119.939,0.641,48
166,Good Girl Gone Bad: Reloaded,3,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,spotify:track:0ByMNEPAPpOR5H69DVrTNy,0.0336,0.835,0.669,6.92e-05,0.0535,-5.582,0.0643,122.668,0.542,83
167,Good Girl Gone Bad: Reloaded,4,46aZJc0z1HHHSFxaIRxYSP,Breakin' Dishes,spotify:track:46aZJc0z1HHHSFxaIRxYSP,0.000282,0.801,0.674,0.000139,0.0914,-4.185,0.0311,125.009,0.875,75
168,Good Girl Gone Bad: Reloaded,5,4Tn2llBm1g0UlWctmgPL8Z,Shut Up And Drive,spotify:track:4Tn2llBm1g0UlWctmgPL8Z,0.00101,0.735,0.826,0.129,0.197,-4.902,0.0349,132.964,0.74,73
169,Good Girl Gone Bad: Reloaded,6,7iu0WYLdo4yksKf3seaxzI,Hate That I Love You,spotify:track:7iu0WYLdo4yksKf3seaxzI,0.323,0.637,0.73,0.0,0.0981,-5.38,0.0874,93.867,0.732,74
170,Good Girl Gone Bad: Reloaded,7,1X0PGm7eJoC6LmXpczYeaN,Say It,spotify:track:1X0PGm7eJoC6LmXpczYeaN,0.0867,0.575,0.588,0.0,0.344,-6.659,0.0515,156.797,0.401,45
171,Good Girl Gone Bad: Reloaded,8,4jfHNGbzF5EGAD3iET0lsd,Sell Me Candy,spotify:track:4jfHNGbzF5EGAD3iET0lsd,0.142,0.653,0.909,0.0,0.0365,-5.059,0.196,85.318,0.72,46
172,Good Girl Gone Bad: Reloaded,9,1pKEXuXVJ9PCJj2BNrG4kX,Lemme Get That,spotify:track:1pKEXuXVJ9PCJj2BNrG4kX,0.103,0.704,0.894,0.000221,0.075,-5.731,0.165,175.842,0.723,46
173,Good Girl Gone Bad: Reloaded,10,5X3ahLXhOw16BR09GjYPUT,Rehab,spotify:track:5X3ahLXhOw16BR09GjYPUT,0.00321,0.583,0.792,4.92e-05,0.315,-5.894,0.0533,80.055,0.397,68
174,Good Girl Gone Bad: Reloaded,11,5hfB5nQatLPlqyKmVEpEVI,Question Existing,spotify:track:5hfB5nQatLPlqyKmVEpEVI,0.144,0.255,0.656,0.0,0.365,-5.783,0.0769,178.356,0.276,45
175,Good Girl Gone Bad: Reloaded,12,6g1B0hd6rlT3xP3mERUnz8,Good Girl Gone Bad,spotify:track:6g1B0hd6rlT3xP3mERUnz8,0.0335,0.708,0.553,0.0,0.101,-6.319,0.0262,94.977,0.589,52
176,Good Girl Gone Bad: Reloaded,13,2VOomzT6VavJOGBeySqaMc,Disturbia,spotify:track:2VOomzT6VavJOGBeySqaMc,0.0863,0.707,0.813,0.0,0.168,-4.515,0.0571,124.921,0.722,81
177,Good Girl Gone Bad: Reloaded,14,3goSVuTt3fDYDP6kRnFwuL,Take A Bow,spotify:track:3goSVuTt3fDYDP6kRnFwuL,0.248,0.697,0.467,0.0,0.0941,-7.536,0.0715,82.082,0.572,78
178,Good Girl Gone Bad: Reloaded,15,2CtaTmkRB7csW9XAZbWHDq,If I Never See Your Face Again,spotify:track:2CtaTmkRB7csW9XAZbWHDq,0.00468,0.763,0.781,5.27e-06,0.116,-3.718,0.0357,106.015,0.914,52
191,A Girl Like Me,1,30cSNer6TV8x2utjULVeQ5,SOS,spotify:track:30cSNer6TV8x2utjULVeQ5,0.004,0.677,0.671,5.07e-05,0.413,-4.905,0.0361,137.046,0.527,79
192,A Girl Like Me,2,4iHglWXfdxUzr3th07fcM8,Kisses Don't Lie,spotify:track:4iHglWXfdxUzr3th07fcM8,0.0209,0.676,0.747,7.48e-05,0.152,-4.926,0.118,77.979,0.91,36
193,A Girl Like Me,3,13xxBnXOuiBxVxJI458B0i,Unfaithful,spotify:track:13xxBnXOuiBxVxJI458B0i,0.839,0.588,0.391,0.0,0.227,-8.607,0.0334,144.069,0.349,74
194,A Girl Like Me,4,0EIsxWGPSte4cAHZw5aXr4,We Ride,spotify:track:0EIsxWGPSte4cAHZw5aXr4,0.00175,0.394,0.744,0.0,0.308,-5.465,0.276,78.696,0.772,64
195,A Girl Like Me,5,7jP5dRMrHFQZblvBftHhbZ,Dem Haters,spotify:track:7jP5dRMrHFQZblvBftHhbZ,0.0132,0.727,0.594,0.0,0.0301,-4.52,0.0908,82.015,0.467,37
196,A Girl Like Me,6,0KR7jNki49r2qg7o8D2zIB,Final Goodbye,spotify:track:0KR7jNki49r2qg7o8D2zIB,0.0396,0.512,0.463,0.0,0.305,-7.819,0.0285,134.011,0.24,36
197,A Girl Like Me,7,4PgtB6Sul8WDTRZCe5e8St,Break It Off,spotify:track:4PgtB6Sul8WDTRZCe5e8St,0.0166,0.897,0.738,0.0,0.0573,-5.314,0.228,133.966,0.798,53
198,A Girl Like Me,8,2sc6MxpYcfgZHIxIlicbef,Crazy Little Thing Called Love,spotify:track:2sc6MxpYcfgZHIxIlicbef,0.0152,0.758,0.557,1.43e-06,0.108,-6.223,0.112,79.98,0.751,34
199,A Girl Like Me,9,1lz9t9I3zArRacD2Pud76x,Selfish Girl,spotify:track:1lz9t9I3zArRacD2Pud76x,0.0023,0.724,0.643,0.00714,0.0633,-4.981,0.0837,82.012,0.737,34
200,A Girl Like Me,10,2vDZwEDKyiaKOsvEQbaRcQ,P.S. (I'm Still Not Over You),spotify:track:2vDZwEDKyiaKOsvEQbaRcQ,0.0803,0.759,0.407,0.0,0.104,-8.427,0.0481,88.081,0.496,50
201,A Girl Like Me,11,7vtna7uCQMxYUM6sPx0L51,A Girl Like Me,spotify:track:7vtna7uCQMxYUM6sPx0L51,0.274,0.447,0.574,0.0,0.0777,-6.993,0.12,82.122,0.633,35
202,A Girl Like Me,12,60mOfkGcqyS9UaRQsZ6e2C,A Million Miles Away,spotify:track:60mOfkGcqyS9UaRQsZ6e2C,0.482,0.566,0.363,0.0,0.292,-7.259,0.0285,123.864,0.0609,37
203,A Girl Like Me,13,0CVAvbscJvgDMrCjIYdTUi,If It's Lovin' That You Want - Pt. 2,spotify:track:0CVAvbscJvgDMrCjIYdTUi,0.485,0.72,0.615,2.53e-06,0.0829,-8.224,0.161,96.072,0.642,43
204,Music Of The Sun,1,4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,0.000155,0.779,0.64,0.00077,0.101,-8.415,0.159,99.019,0.498,81
205,Music Of The Sun,2,07gLSfLyr23jSKaUpRgR1B,Here I Go Again,spotify:track:07gLSfLyr23jSKaUpRgR1B,0.000332,0.681,0.611,0.00193,0.12,-5.939,0.077,83.463,0.637,52
206,Music Of The Sun,3,4x2rgtSFOI4hRvEvDj02KP,If It's Lovin' That You Want,spotify:track:4x2rgtSFOI4hRvEvDj02KP,0.0962,0.745,0.694,0.0,0.0454,-7.519,0.128,95.924,0.74,80
207,Music Of The Sun,4,7wWU3G8lAYNkro19o1wsBc,"You Don't Love Me (No, No, No)",spotify:track:7wWU3G8lAYNkro19o1wsBc,0.00632,0.691,0.667,4.46e-06,0.0816,-6.496,0.0769,84.008,0.611,47
208,Music Of The Sun,5,2JMgGr5NopZc83ECon8MBj,"That La, La, La",spotify:track:2JMgGr5NopZc83ECon8MBj,0.222,0.853,0.672,1.41e-06,0.297,-5.996,0.391,77.501,0.952,43
209,Music Of The Sun,6,2IRrmMVmjvWQjJGY8LNuk5,The Last Time,spotify:track:2IRrmMVmjvWQjJGY8LNuk5,0.0232,0.65,0.494,0.0,0.104,-7.021,0.0538,111.68,0.114,40
210,Music Of The Sun,7,5b41vHKBfpyEbmkJu6wtlH,Willing To Wait,spotify:track:5b41vHKBfpyEbmkJu6wtlH,0.0107,0.537,0.443,6.99e-05,0.166,-8.407,0.107,84.597,0.281,38
211,Music Of The Sun,8,3vPkkIsaQ5NqOqvj7Ht8kR,Music Of The Sun,spotify:track:3vPkkIsaQ5NqOqvj7Ht8kR,0.112,0.535,0.643,0.0,0.281,-8.182,0.155,171.884,0.632,41
212,Music Of The Sun,9,4tAqWkqjX9bRSUpNcYviVf,Let Me,spotify:track:4tAqWkqjX9bRSUpNcYviVf,0.0541,0.753,0.771,0.000304,0.133,-5.833,0.145,108.022,0.743,41
213,Music Of The Sun,10,5NH2an2qR7M6ptHnxTfhP1,Rush,spotify:track:5NH2an2qR7M6ptHnxTfhP1,0.001,0.751,0.822,0.0022,0.259,-4.533,0.164,96.967,0.801,38
214,Music Of The Sun,11,2O5rxPXXEFuvVfvsc85GX3,There's A Thug In My Life,spotify:track:2O5rxPXXEFuvVfvsc85GX3,0.00138,0.572,0.632,3.85e-06,0.102,-7.742,0.109,161.786,0.572,48
215,Music Of The Sun,12,35Hibmn6fwoYVifZ9TKnWg,Now I Know,spotify:track:35Hibmn6fwoYVifZ9TKnWg,0.853,0.315,0.267,1.5e-06,0.204,-11.355,0.0289,104.987,0.22,35
216,Music Of The Sun,13,1B4iEymNy6FyU2I39ujzVw,Pon De Replay - Remix,spotify:track:1B4iEymNy6FyU2I39ujzVw,0.00031,0.778,0.737,0.0,0.276,-7.861,0.251,99.078,0.582,61
