snippet.channelTitle,snippet.title,statistics.viewCount,statistics.likeCount,statistics.commentCount,statistics.favoriteCount
Hardware Unboxed,"Best GPUs As Of Mid-2022, Should You Really Buy An RTX 3090 Ti?",180050,8686,1396,0
