snippet.title,snippet.description,statistics.viewCount,statistics.subscriberCount,statistics.videoCount
The Critical Drinker,"I drink and I say things. I'm here to deliver reviews, breakdowns and analysis on modern entertainment media. Expect a healthy dose of sarcasm, biting criticism and low-functioning alcoholism.

See my second channel Critical Drinker Live for extra content and livestream uploads.",555627941,1890000,420
